# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
3624.0; 128.141; 22.57; 0.00026; 0.00380; 0.65402; -0.00624
3627.0; 128.274; 22.66; 0.00024; 0.00352; 0.63803; -0.00492
3630.0; 128.406; 22.75; 0.00022; 0.00329; 0.62583; -0.00368
3633.0; 128.538; 22.84; 0.00020; 0.00310; 0.61717; -0.00252
3636.0; 128.669; 22.93; 0.00019; 0.00295; 0.61185; -0.00143
3639.0; 128.800; 23.02; 0.00018; 0.00284; 0.60966; -0.00041
3642.0; 128.930; 23.11; 0.00018; 0.00277; 0.61041; 0.00055
3645.0; 129.059; 23.20; 0.00017; 0.00275; 0.61394; 0.00145
3648.0; 129.188; 23.29; 0.00017; 0.00277; 0.62009; 0.00230
3651.0; 129.317; 23.37; 0.00017; 0.00285; 0.62873; 0.00311
3654.0; 129.445; 23.46; 0.00018; 0.00298; 0.63976; 0.00388
3657.0; 129.573; 23.55; 0.00019; 0.00317; 0.65307; 0.00462
3660.0; 129.700; 23.63; 0.00020; 0.00342; 0.66862; 0.00534
3663.0; 129.827; 23.71; 0.00022; 0.00376; 0.68635; 0.00605
3666.0; 129.953; 23.80; 0.00024; 0.00418; 0.70626; 0.00676
3669.0; 130.079; 23.88; 0.00027; 0.00469; 0.72838; 0.00747
3672.0; 130.204; 23.96; 0.00030; 0.00531; 0.75277; 0.00821
3675.0; 130.329; 24.04; 0.00034; 0.00604; 0.77954; 0.00898
3678.0; 130.454; 24.12; 0.00038; 0.00691; 0.80882; 0.00981
3681.0; 130.578; 24.20; 0.00043; 0.00792; 0.84083; 0.01070
3684.0; 130.702; 24.28; 0.00049; 0.00909; 0.87582; 0.01168
3687.0; 130.825; 24.36; 0.00056; 0.01043; 0.91409; 0.01277
3690.0; 130.948; 24.44; 0.00063; 0.01194; 0.95602; 0.01398
3693.0; 131.071; 24.52; 0.00071; 0.01363; 1.00204; 0.01534
3696.0; 131.193; 24.59; 0.00080; 0.01551; 1.05265; 0.01687
3699.0; 131.315; 24.67; 0.00090; 0.01755; 1.10841; 0.01858
3702.0; 131.436; 24.74; 0.00100; 0.01973; 1.16991; 0.02050
3705.0; 131.557; 24.82; 0.00110; 0.02201; 1.23781; 0.02264
3708.0; 131.678; 24.89; 0.00121; 0.02434; 1.31275; 0.02499
3711.0; 131.798; 24.97; 0.00131; 0.02663; 1.39541; 0.02758
3714.0; 131.918; 25.04; 0.00140; 0.02875; 1.48644; 0.03038
3717.0; 132.038; 25.11; 0.00147; 0.03054; 1.58645; 0.03340
3720.0; 132.157; 25.18; 0.00152; 0.03181; 1.69595; 0.03659
3723.0; 132.276; 25.26; 0.00153; 0.03227; 1.81519; 0.03984
3726.0; 132.395; 25.33; 0.00148; 0.03162; 1.94408; 0.04305
3729.0; 132.513; 25.40; 0.00137; 0.02945; 2.08203; 0.04604
3732.0; 132.631; 25.47; 0.00117; 0.02527; 2.22782; 0.04859
3735.0; 132.749; 25.54; 0.00086; 0.01852; 2.37939; 0.05042
3738.0; 132.866; 25.61; 0.00041; 0.00853; 2.53363; 0.05116
3741.0; 132.983; 25.67; -0.00021; -0.00542; 2.68618; 0.05038
3744.0; 133.100; 25.74; -0.00102; -0.02410; 2.83112; 0.04756
3747.0; 133.217; 25.81; -0.00205; -0.04826; 2.96079; 0.04209
3750.0; 133.333; 25.87; -0.00330; -0.07844; 3.06563; 0.03332
3753.0; 133.449; 25.93; -0.00476; -0.11471; 3.13419; 0.02064
3756.0; 133.564; 25.99; -0.00635; -0.15613; 3.15399; 0.00395
3759.0; 133.680; 26.03; -0.00791; -0.19989; 3.11399; -0.01585
3762.0; 133.796; 26.06; -0.00911; -0.23730; 3.00767; -0.03708
3765.0; 133.912; 26.09; -0.00977; -0.26186; 2.83436; -0.05794
3768.0; 134.028; 26.11; -0.01004; -0.27486; 2.59822; -0.07703
3771.0; 134.145; 26.12; -0.01011; -0.28065; 2.30686; -0.09333
3774.0; 134.263; 26.13; -0.01011; -0.28289; 1.97007; -0.10629
3777.0; 134.380; 26.13; -0.01010; -0.28367; 1.59888; -0.11569
3780.0; 134.497; 26.05; -0.01014; -0.28587; 1.20429; -0.12188
3783.0; 134.615; 25.91; -0.01028; -0.28740; 0.79573; -0.12533
3786.0; 134.733; 25.77; -0.01053; -0.28790; 0.38137; -0.12621
3789.0; 134.851; 25.63; -0.01085; -0.28892; -0.03082; -0.12451
3792.0; 134.969; 25.49; -0.01118; -0.29017; -0.43268; -0.12013
3795.0; 135.087; 25.41; -0.01147; -0.29016; -0.81558; -0.11280
3798.0; 135.204; 25.42; -0.01166; -0.28938; -1.17021; -0.10234
3801.0; 135.320; 25.42; -0.01174; -0.29025; -1.48802; -0.08945
3804.0; 135.436; 25.43; -0.01175; -0.29058; -1.76469; -0.07583
3807.0; 135.551; 25.43; -0.01174; -0.29063; -2.00155; -0.06322
3810.0; 135.665; 25.44; -0.01173; -0.29060; -2.20362; -0.05243
3813.0; 135.780; 25.44; -0.01171; -0.29054; -2.37674; -0.04354
3816.0; 135.894; 25.45; -0.01170; -0.29048; -2.52647; -0.03646
3819.0; 136.008; 25.46; -0.01168; -0.29042; -2.65795; -0.03104
3822.0; 136.122; 25.46; -0.01167; -0.29036; -2.77577; -0.02706
3825.0; 136.236; 25.47; -0.01165; -0.29029; -2.88339; -0.02394
3828.0; 136.349; 25.47; -0.01164; -0.29023; -2.98198; -0.02078
3831.0; 136.463; 25.48; -0.01162; -0.29016; -3.07022; -0.01686
3834.0; 136.576; 25.49; -0.01161; -0.29008; -3.14543; -0.01190
3837.0; 136.689; 25.49; -0.01159; -0.29001; -3.20463; -0.00586
3840.0; 136.801; 25.50; -0.01158; -0.28992; -3.24478; 0.00126
3843.0; 136.914; 25.51; -0.01156; -0.28983; -3.26287; 0.00944
3846.0; 137.026; 25.51; -0.01154; -0.28973; -3.25610; 0.01851
3849.0; 137.138; 25.52; -0.01152; -0.28962; -3.22255; 0.02798
3852.0; 137.251; 25.53; -0.01150; -0.28949; -3.16196; 0.03722
3855.0; 137.363; 25.53; -0.01148; -0.28936; -3.07547; 0.04588
3858.0; 137.476; 25.54; -0.01146; -0.28921; -2.96469; 0.05394
3861.0; 137.589; 25.55; -0.01144; -0.28905; -2.83107; 0.06150
3864.0; 137.702; 25.56; -0.01142; -0.28887; -2.67576; 0.06867
3867.0; 137.816; 25.57; -0.01139; -0.28867; -2.49959; 0.07556
3870.0; 137.930; 25.58; -0.01136; -0.28844; -2.30305; 0.08229
3873.0; 138.044; 25.59; -0.01134; -0.28819; -2.08619; 0.08904
3876.0; 138.158; 25.60; -0.01131; -0.28789; -1.84858; 0.09595
3879.0; 138.273; 25.61; -0.01128; -0.28756; -1.58933; 0.10313
3882.0; 138.389; 25.62; -0.01124; -0.28716; -1.30729; 0.11066
3885.0; 138.505; 25.63; -0.01120; -0.28669; -1.00099; 0.11860
3888.0; 138.621; 25.64; -0.01116; -0.28611; -0.66873; 0.12700
3891.0; 138.738; 25.65; -0.01111; -0.28538; -0.30901; 0.13552
3894.0; 138.856; 25.67; -0.01105; -0.28445; 0.07725; 0.14277
3897.0; 138.974; 25.68; -0.01099; -0.28319; 0.48346; 0.14681
3900.0; 139.093; 25.70; -0.01090; -0.28145; 0.89737; 0.14644
3903.0; 139.212; 25.72; -0.01079; -0.27892; 1.30449; 0.14149
3906.0; 139.331; 25.74; -0.01064; -0.27511; 1.69053; 0.13219
3909.0; 139.449; 25.77; -0.01041; -0.26921; 2.04231; 0.11890
3912.0; 139.567; 25.80; -0.01008; -0.25993; 2.34838; 0.10215
3915.0; 139.685; 25.83; -0.00959; -0.24549; 2.60009; 0.08297
3918.0; 139.802; 25.88; -0.00884; -0.22395; 2.79375; 0.06318
3921.0; 139.918; 25.93; -0.00778; -0.19426; 2.93199; 0.04479
3924.0; 140.035; 25.98; -0.00642; -0.15758; 3.02248; 0.02916
3927.0; 140.150; 26.04; -0.00488; -0.11816; 3.07514; 0.01676
3930.0; 140.265; 26.10; -0.00347; -0.08333; 3.09919; 0.00721
3933.0; 140.380; 26.17; -0.00239; -0.05724; 3.10112; -0.00043
3936.0; 140.494; 26.23; -0.00158; -0.03801; 3.08463; -0.00691
3939.0; 140.608; 26.30; -0.00099; -0.02399; 3.05203; -0.01246
3942.0; 140.722; 26.36; -0.00057; -0.01386; 3.00569; -0.01700
3945.0; 140.835; 26.42; -0.00027; -0.00660; 2.94835; -0.02048
3948.0; 140.949; 26.49; -0.00006; -0.00147; 2.88260; -0.02309
3951.0; 141.062; 26.55; 0.00008; 0.00211; 2.81056; -0.02501
3954.0; 141.174; 26.61; 0.00017; 0.00453; 2.73391; -0.02639
3957.0; 141.287; 26.67; 0.00023; 0.00612; 2.65401; -0.02732
3960.0; 141.399; 26.73; 0.00027; 0.00709; 2.57197; -0.02788
3963.0; 141.511; 26.79; 0.00028; 0.00763; 2.48876; -0.02814
3966.0; 141.623; 26.85; 0.00029; 0.00785; 2.40521; -0.02812
3969.0; 141.734; 26.91; 0.00029; 0.00785; 2.32207; -0.02786
3972.0; 141.846; 26.97; 0.00028; 0.00770; 2.24002; -0.02737
3975.0; 141.957; 27.03; 0.00027; 0.00744; 2.15972; -0.02666
3978.0; 142.068; 27.09; 0.00025; 0.00713; 2.08179; -0.02575
3981.0; 142.178; 27.15; 0.00024; 0.00677; 2.00682; -0.02466
3984.0; 142.289; 27.21; 0.00022; 0.00640; 1.93526; -0.02346
3987.0; 142.399; 27.26; 0.00021; 0.00604; 1.86732; -0.02224
3990.0; 142.509; 27.32; 0.00019; 0.00568; 1.80295; -0.02106
3993.0; 142.619; 27.38; 0.00018; 0.00535; 1.74197; -0.01994
3996.0; 142.728; 27.43; 0.00017; 0.00505; 1.68424; -0.01888
3999.0; 142.838; 27.49; 0.00016; 0.00478; 1.62959; -0.01787
4002.0; 142.947; 27.55; 0.00015; 0.00456; 1.57789; -0.01690
4005.0; 143.056; 27.60; 0.00014; 0.00438; 1.52900; -0.01597
4008.0; 143.164; 27.66; 0.00014; 0.00426; 1.48282; -0.01508
4011.0; 143.273; 27.71; 0.00013; 0.00421; 1.43926; -0.01422
4014.0; 143.381; 27.77; 0.00013; 0.00423; 1.39825; -0.01338
4017.0; 143.489; 27.82; 0.00013; 0.00432; 1.35975; -0.01255
4020.0; 143.596; 27.87; 0.00014; 0.00451; 1.32375; -0.01172
4023.0; 143.704; 27.93; 0.00015; 0.00481; 1.29026; -0.01089
4026.0; 143.811; 27.98; 0.00016; 0.00522; 1.25933; -0.01003
4029.0; 143.919; 28.03; 0.00017; 0.00577; 1.23107; -0.00914
4032.0; 144.025; 28.08; 0.00019; 0.00648; 1.20561; -0.00820
4035.0; 144.132; 28.13; 0.00022; 0.00736; 1.18314; -0.00719
4038.0; 144.239; 28.19; 0.00025; 0.00843; 1.16391; -0.00609
4041.0; 144.345; 28.24; 0.00028; 0.00972; 1.14824; -0.00489
4044.0; 144.451; 28.29; 0.00032; 0.01125; 1.13651; -0.00354
4047.0; 144.557; 28.34; 0.00037; 0.01302; 1.12918; -0.00204
4050.0; 144.663; 28.39; 0.00042; 0.01507; 1.12678; -0.00035
4053.0; 144.769; 28.44; 0.00048; 0.01739; 1.12995; 0.00155
4056.0; 144.874; 28.49; 0.00055; 0.01999; 1.13939; 0.00370
4059.0; 144.979; 28.54; 0.00062; 0.02286; 1.15589; 0.00612
4062.0; 145.084; 28.58; 0.00070; 0.02597; 1.18032; 0.00884
4065.0; 145.189; 28.63; 0.00078; 0.02926; 1.21360; 0.01187
4068.0; 145.294; 28.68; 0.00086; 0.03268; 1.25672; 0.01523
4071.0; 145.398; 28.73; 0.00094; 0.03611; 1.31067; 0.01892
4074.0; 145.503; 28.77; 0.00101; 0.03942; 1.37636; 0.02290
4077.0; 145.607; 28.82; 0.00107; 0.04243; 1.45454; 0.02709
4080.0; 145.711; 28.87; 0.00112; 0.04491; 1.54564; 0.03140
4083.0; 145.815; 28.91; 0.00115; 0.04658; 1.64982; 0.03574
4086.0; 145.919; 28.96; 0.00114; 0.04712; 1.76690; 0.03999
4089.0; 146.022; 29.00; 0.00110; 0.04611; 1.89630; 0.04400
4092.0; 146.126; 29.05; 0.00101; 0.04312; 2.03689; 0.04759
4095.0; 146.229; 29.09; 0.00086; 0.03762; 2.18684; 0.05049
4098.0; 146.332; 29.14; 0.00063; 0.02902; 2.34345; 0.05243
4101.0; 146.435; 29.18; 0.00033; 0.01672; 2.50302; 0.05302
4104.0; 146.537; 29.23; -0.00008; 0.00009; 2.66059; 0.05184
4107.0; 146.640; 28.99; -0.00060; -0.02155; 2.80980; 0.04840
4110.0; 146.745; 28.31; -0.00124; -0.04821; 2.94261; 0.04209
4113.0; 146.853; 27.31; -0.00216; -0.07898; 3.04883; 0.03223
4116.0; 146.964; 26.36; -0.00361; -0.11367; 3.11576; 0.01826
4119.0; 147.080; 25.48; -0.00587; -0.15925; 3.12785; -0.00058
4122.0; 147.199; 24.74; -0.00892; -0.21427; 3.06755; -0.02465
4125.0; 147.323; 24.15; -0.01186; -0.25879; 2.91960; -0.05278
4128.0; 147.449; 23.66; -0.01415; -0.28448; 2.67511; -0.08301
4131.0; 147.579; 23.20; -0.01594; -0.29782; 2.33113; -0.11371
4134.0; 147.712; 22.76; -0.01751; -0.30552; 1.88801; -0.14397
4137.0; 147.847; 22.62; -0.01906; -0.31593; 1.34719; -0.17348
4140.0; 147.984; 22.47; -0.01990; -0.32153; 0.71391; -0.20067
4143.0; 148.121; 22.49; -0.02022; -0.32104; 0.00494; -0.22019
4146.0; 148.258; 22.51; -0.02030; -0.32226; -0.73982; -0.22540
4149.0; 148.392; 22.53; -0.02027; -0.32251; -1.46039; -0.21199
4152.0; 148.522; 22.55; -0.02021; -0.32240; -2.09631; -0.18109
4155.0; 148.649; 22.57; -0.02015; -0.32220; -2.60880; -0.13872
4158.0; 148.772; 22.59; -0.02008; -0.32197; -2.98321; -0.09052
4161.0; 148.892; 22.60; -0.02002; -0.32173; -3.21402; -0.03806
4164.0; 149.012; 22.62; -0.01996; -0.32148; -3.29602; 0.01752
4167.0; 149.131; 22.64; -0.01989; -0.32122; -3.22819; 0.07179
4170.0; 149.252; 22.66; -0.01982; -0.32093; -3.01881; 0.11947
4173.0; 149.375; 22.68; -0.01975; -0.32060; -2.68456; 0.15796
4176.0; 149.501; 22.70; -0.01967; -0.32023; -2.24687; 0.18682
4179.0; 149.630; 22.72; -0.01959; -0.31979; -1.72967; 0.20645
4182.0; 149.761; 22.74; -0.01949; -0.31926; -1.15792; 0.21758
4185.0; 149.894; 22.77; -0.01939; -0.31860; -0.55639; 0.22102
4188.0; 150.028; 22.79; -0.01928; -0.31770; 0.05104; 0.21737
4191.0; 150.162; 22.82; -0.01913; -0.31635; 0.64090; 0.20681
4194.0; 150.297; 22.85; -0.01894; -0.31404; 1.18983; 0.18939
4197.0; 150.431; 22.89; -0.01863; -0.30948; 1.67549; 0.16538
4200.0; 150.564; 22.93; -0.01803; -0.29936; 2.07846; 0.13548
4203.0; 150.695; 22.98; -0.01678; -0.27640; 2.38481; 0.10122
4206.0; 150.826; 23.05; -0.01430; -0.23091; 2.58985; 0.06545
4209.0; 150.954; 23.13; -0.01053; -0.16507; 2.69994; 0.03203
4212.0; 151.082; 23.21; -0.00677; -0.10357; 2.72874; 0.00393
4215.0; 151.210; 23.29; -0.00411; -0.06236; 2.69235; -0.01772
4218.0; 151.337; 23.38; -0.00234; -0.03540; 2.60686; -0.03320
4221.0; 151.465; 23.47; -0.00120; -0.01800; 2.48676; -0.04357
4224.0; 151.592; 23.55; -0.00048; -0.00691; 2.34427; -0.04973
4227.0; 151.719; 23.64; -0.00004; 0.00005; 2.19008; -0.05228
4230.0; 151.846; 23.72; 0.00023; 0.00434; 2.03371; -0.05170
4233.0; 151.972; 23.80; 0.00038; 0.00688; 1.88320; -0.04881
4236.0; 152.099; 23.89; 0.00047; 0.00830; 1.74364; -0.04483
4239.0; 152.224; 23.97; 0.00051; 0.00902; 1.61648; -0.04080
4242.0; 152.350; 24.05; 0.00052; 0.00928; 1.50102; -0.03714
4245.0; 152.474; 24.13; 0.00051; 0.00926; 1.39596; -0.03391
4248.0; 152.599; 24.21; 0.00050; 0.00907; 1.29990; -0.03114
4251.0; 152.722; 24.29; 0.00048; 0.00879; 1.21142; -0.02885
4254.0; 152.846; 24.37; 0.00046; 0.00845; 1.12912; -0.02698
4257.0; 152.969; 24.44; 0.00043; 0.00808; 1.05188; -0.02541
4260.0; 153.091; 24.52; 0.00041; 0.00771; 0.97903; -0.02399
4263.0; 153.214; 24.60; 0.00038; 0.00734; 0.91023; -0.02265
4266.0; 153.335; 24.67; 0.00036; 0.00699; 0.84530; -0.02137
4269.0; 153.457; 24.75; 0.00034; 0.00664; 0.78404; -0.02016
4272.0; 153.578; 24.83; 0.00032; 0.00631; 0.72626; -0.01901
4275.0; 153.699; 24.90; 0.00030; 0.00600; 0.67181; -0.01791
4278.0; 153.819; 24.97; 0.00028; 0.00571; 0.62052; -0.01687
4281.0; 153.939; 25.05; 0.00027; 0.00544; 0.57222; -0.01588
4284.0; 154.059; 25.12; 0.00025; 0.00518; 0.52677; -0.01494
4287.0; 154.178; 25.19; 0.00024; 0.00494; 0.48403; -0.01405
4290.0; 154.297; 25.26; 0.00022; 0.00471; 0.44385; -0.01320
4293.0; 154.415; 25.34; 0.00021; 0.00450; 0.40611; -0.01240
4296.0; 154.534; 25.41; 0.00020; 0.00431; 0.37067; -0.01164
4299.0; 154.652; 25.48; 0.00019; 0.00412; 0.33742; -0.01092
4302.0; 154.769; 25.55; 0.00018; 0.00396; 0.30624; -0.01024
4305.0; 154.886; 25.61; 0.00017; 0.00380; 0.27702; -0.00959
4308.0; 155.003; 25.68; 0.00016; 0.00365; 0.24965; -0.00899
4311.0; 155.120; 25.75; 0.00016; 0.00352; 0.22403; -0.00841
4314.0; 155.236; 25.82; 0.00015; 0.00340; 0.20007; -0.00787
4317.0; 155.352; 25.89; 0.00014; 0.00329; 0.17766; -0.00736
4320.0; 155.468; 25.95; 0.00014; 0.00318; 0.15673; -0.00688
4323.0; 155.584; 26.02; 0.00013; 0.00309; 0.13717; -0.00643
4326.0; 155.699; 26.08; 0.00013; 0.00301; 0.11891; -0.00600
4329.0; 155.814; 26.15; 0.00012; 0.00294; 0.10187; -0.00561
4332.0; 155.928; 26.21; 0.00012; 0.00287; 0.08598; -0.00523
4335.0; 156.043; 26.28; 0.00011; 0.00282; 0.07115; -0.00489
4338.0; 156.157; 26.34; 0.00011; 0.00277; 0.05732; -0.00456
4341.0; 156.270; 26.41; 0.00011; 0.00273; 0.04442; -0.00426
4344.0; 156.384; 26.47; 0.00011; 0.00270; 0.03239; -0.00398
4347.0; 156.497; 26.53; 0.00010; 0.00267; 0.02118; -0.00371
4350.0; 156.610; 26.59; 0.00010; 0.00266; 0.01077; -0.00344
4353.0; 156.723; 26.66; 0.00010; 0.00265; 0.00115; -0.00318
4356.0; 156.835; 26.72; 0.00010; 0.00265; -0.00768; -0.00291
4359.0; 156.947; 26.78; 0.00010; 0.00266; -0.01570; -0.00264
4362.0; 157.059; 26.84; 0.00010; 0.00267; -0.02292; -0.00237
4365.0; 157.171; 26.90; 0.00010; 0.00270; -0.02933; -0.00210
4368.0; 157.282; 26.96; 0.00010; 0.00273; -0.03490; -0.00182
4371.0; 157.393; 27.02; 0.00010; 0.00277; -0.03963; -0.00153
4374.0; 157.504; 27.08; 0.00010; 0.00281; -0.04350; -0.00124
4377.0; 157.615; 27.13; 0.00010; 0.00287; -0.04648; -0.00095
4380.0; 157.725; 27.19; 0.00010; 0.00293; -0.04856; -0.00064
4383.0; 157.836; 27.25; 0.00010; 0.00300; -0.04970; -0.00033
4386.0; 157.946; 27.31; 0.00010; 0.00308; -0.04989; -0.00000
4389.0; 158.055; 27.36; 0.00011; 0.00317; -0.04908; 0.00033
4392.0; 158.165; 27.42; 0.00011; 0.00326; -0.04726; 0.00067
4395.0; 158.274; 27.48; 0.00011; 0.00337; -0.04437; 0.00103
4398.0; 158.383; 27.53; 0.00011; 0.00348; -0.04037; 0.00140
4401.0; 158.492; 27.59; 0.00012; 0.00361; -0.03524; 0.00179
4404.0; 158.601; 27.64; 0.00012; 0.00374; -0.02892; 0.00219
4407.0; 158.709; 27.70; 0.00012; 0.00389; -0.02136; 0.00261
4410.0; 158.817; 27.75; 0.00013; 0.00405; -0.01251; 0.00304
4413.0; 158.925; 27.80; 0.00013; 0.00421; -0.00232; 0.00350
4416.0; 159.033; 27.86; 0.00014; 0.00439; 0.00928; 0.00397
4419.0; 159.141; 27.91; 0.00014; 0.00458; 0.02234; 0.00446
4422.0; 159.248; 27.96; 0.00014; 0.00479; 0.03693; 0.00498
4425.0; 159.355; 28.02; 0.00015; 0.00500; 0.05313; 0.00552
4428.0; 159.462; 28.07; 0.00015; 0.00523; 0.07100; 0.00609
4431.0; 159.569; 28.12; 0.00016; 0.00548; 0.09063; 0.00668
4434.0; 159.676; 28.17; 0.00017; 0.00574; 0.11210; 0.00730
4437.0; 159.782; 28.22; 0.00017; 0.00602; 0.13549; 0.00795
4440.0; 159.888; 28.27; 0.00018; 0.00631; 0.16091; 0.00864
4443.0; 159.994; 28.33; 0.00019; 0.00662; 0.18846; 0.00936
4446.0; 160.100; 28.38; 0.00019; 0.00695; 0.21824; 0.01012
4449.0; 160.206; 28.43; 0.00020; 0.00729; 0.25038; 0.01091
4452.0; 160.311; 28.47; 0.00021; 0.00766; 0.28499; 0.01175
4455.0; 160.416; 28.52; 0.00022; 0.00805; 0.32221; 0.01263
4458.0; 160.522; 28.57; 0.00023; 0.00846; 0.36217; 0.01356
4461.0; 160.626; 28.62; 0.00024; 0.00889; 0.40501; 0.01454
4464.0; 160.731; 28.67; 0.00024; 0.00935; 0.45088; 0.01556
4467.0; 160.836; 28.72; 0.00025; 0.00984; 0.49994; 0.01664
4470.0; 160.940; 28.77; 0.00027; 0.01035; 0.55234; 0.01777
4473.0; 161.044; 28.81; 0.00028; 0.01089; 0.60827; 0.01896
4476.0; 161.148; 28.86; 0.00029; 0.01146; 0.66790; 0.02022
4479.0; 161.252; 28.91; 0.00030; 0.01206; 0.73139; 0.02151
4482.0; 161.356; 28.95; 0.00031; 0.01269; 0.79876; 0.02276
4485.0; 161.460; 29.00; 0.00033; 0.01336; 0.86970; 0.02384
4488.0; 161.563; 29.05; 0.00034; 0.01407; 0.94357; 0.02468
4491.0; 161.666; 29.09; 0.00035; 0.01481; 1.01956; 0.02524
4494.0; 161.769; 29.14; 0.00037; 0.01560; 1.09689; 0.02554
4497.0; 161.872; 29.18; 0.00038; 0.01642; 1.17474; 0.02557
4500.0; 161.975; 29.23; 0.00040; 0.01729; 1.25235; 0.02535
4503.0; 162.077; 29.27; 0.00042; 0.01821; 1.32894; 0.02487
4506.0; 162.180; 29.31; 0.00043; 0.01918; 1.40375; 0.02414
4509.0; 162.282; 29.36; 0.00045; 0.02020; 1.47605; 0.02317
4512.0; 162.384; 29.40; 0.00047; 0.02127; 1.54511; 0.02196
4515.0; 162.485; 29.44; 0.00049; 0.02240; 1.61022; 0.02051
4518.0; 162.587; 29.49; 0.00051; 0.02360; 1.67069; 0.01883
4521.0; 162.689; 29.53; 0.00053; 0.02485; 1.72586; 0.01693
4524.0; 162.790; 29.57; 0.00055; 0.02617; 1.77508; 0.01484
4527.0; 162.891; 29.61; 0.00058; 0.02755; 1.81792; 0.01264
4530.0; 162.992; 29.66; 0.00060; 0.02901; 1.85425; 0.01047
4533.0; 163.093; 29.70; 0.00063; 0.03054; 1.88433; 0.00842
4536.0; 163.193; 29.74; 0.00065; 0.03215; 1.90858; 0.00652
4539.0; 163.294; 29.78; 0.00068; 0.03383; 1.92746; 0.00478
4542.0; 163.394; 29.82; 0.00071; 0.03558; 1.94147; 0.00320
4545.0; 163.494; 29.86; 0.00073; 0.03740; 1.95110; 0.00180
4548.0; 163.594; 29.90; 0.00076; 0.03927; 1.95688; 0.00057
4551.0; 163.694; 29.94; 0.00079; 0.04119; 1.95935; -0.00048
4554.0; 163.794; 29.98; 0.00082; 0.04311; 1.95904; -0.00134
4557.0; 163.894; 30.02; 0.00084; 0.04497; 1.95648; -0.00203
4560.0; 163.993; 30.06; 0.00086; 0.04669; 1.95217; -0.00256
4563.0; 164.093; 30.10; 0.00088; 0.04812; 1.94656; -0.00294
4566.0; 164.192; 30.13; 0.00088; 0.04905; 1.93995; -0.00323
4569.0; 164.291; 30.17; 0.00086; 0.04914; 1.93248; -0.00350
4572.0; 164.390; 30.21; 0.00083; 0.04836; 1.92404; -0.00383
4575.0; 164.489; 30.25; 0.00080; 0.04704; 1.91438; -0.00425
4578.0; 164.588; 30.28; 0.00076; 0.04543; 1.90316; -0.00479
4581.0; 164.687; 30.32; 0.00072; 0.04366; 1.89002; -0.00546
4584.0; 164.785; 30.36; 0.00068; 0.04183; 1.87458; -0.00625
4587.0; 164.884; 30.40; 0.00064; 0.04000; 1.85645; -0.00718
4590.0; 164.982; 30.43; 0.00060; 0.03820; 1.83523; -0.00824
4593.0; 165.080; 30.47; 0.00057; 0.03644; 1.81053; -0.00943
4596.0; 165.178; 30.51; 0.00053; 0.03475; 1.78199; -0.01074
4599.0; 165.276; 30.54; 0.00050; 0.03312; 1.74927; -0.01217
4602.0; 165.374; 30.58; 0.00047; 0.03155; 1.71202; -0.01370
4605.0; 165.472; 30.61; 0.00045; 0.03005; 1.66994; -0.01533
4608.0; 165.570; 30.65; 0.00042; 0.02862; 1.62274; -0.01706
4611.0; 165.667; 30.69; 0.00039; 0.02726; 1.57015; -0.01888
4614.0; 165.765; 30.72; 0.00037; 0.02595; 1.51193; -0.02077
4617.0; 165.862; 30.76; 0.00035; 0.02471; 1.44791; -0.02268
4620.0; 165.960; 30.79; 0.00033; 0.02352; 1.37819; -0.02451
4623.0; 166.057; 30.83; 0.00031; 0.02239; 1.30314; -0.02617
4626.0; 166.154; 30.86; 0.00029; 0.02131; 1.22336; -0.02762
4629.0; 166.251; 30.90; 0.00027; 0.02028; 1.13949; -0.02885
4632.0; 166.348; 30.93; 0.00025; 0.01931; 1.05221; -0.02986
4635.0; 166.445; 30.96; 0.00024; 0.01837; 0.96218; -0.03063
4638.0; 166.542; 31.00; 0.00022; 0.01749; 0.87011; -0.03118
4641.0; 166.638; 31.03; 0.00021; 0.01664; 0.77671; -0.03148
4644.0; 166.735; 31.07; 0.00020; 0.01583; 0.68270; -0.03155
4647.0; 166.832; 31.10; 0.00019; 0.01507; 0.58881; -0.03137
4650.0; 166.928; 31.13; 0.00017; 0.01434; 0.49580; -0.03094
4653.0; 167.024; 31.17; 0.00016; 0.01364; 0.40441; -0.03026
4656.0; 167.121; 31.20; 0.00015; 0.01298; 0.31541; -0.02932
4659.0; 167.217; 31.23; 0.00014; 0.01235; 0.22958; -0.02813
4662.0; 167.313; 31.27; 0.00013; 0.01175; 0.14759; -0.02676
4665.0; 167.409; 31.30; 0.00013; 0.01118; 0.06985; -0.02531
4668.0; 167.505; 31.33; 0.00012; 0.01063; -0.00358; -0.02389
4671.0; 167.600; 31.36; 0.00011; 0.01012; -0.07289; -0.02254
4674.0; 167.696; 31.40; 0.00010; 0.00962; -0.13829; -0.02127
4677.0; 167.791; 31.43; 0.00010; 0.00915; -0.19999; -0.02007
4680.0; 167.887; 31.46; 0.00009; 0.00871; -0.25821; -0.01894
4683.0; 167.982; 31.49; 0.00009; 0.00828; -0.31316; -0.01787
4686.0; 168.077; 31.52; 0.00008; 0.00788; -0.36504; -0.01687
4689.0; 168.173; 31.55; 0.00007; 0.00749; -0.41402; -0.01594
4692.0; 168.268; 31.58; 0.00007; 0.00713; -0.46031; -0.01507
4695.0; 168.363; 31.61; 0.00007; 0.00678; -0.50408; -0.01425
